법정동코드,법정동명,폐지여부
4159025024,경기도 화성시 태안읍 기산리,폐지
4159025025,경기도 화성시 태안읍 반월리,폐지
4159025026,경기도 화성시 태안읍 반정리,폐지
4159025027,경기도 화성시 태안읍 황계리,폐지
4159025028,경기도 화성시 태안읍 배양리,폐지
4159025029,경기도 화성시 태안읍 기안리,폐지
4159025030,경기도 화성시 태안읍 송산리,폐지
4159025031,경기도 화성시 태안읍 안녕리,폐지
4159025300,경기도 화성시 봉담읍,존재
4159025321,경기도 화성시 봉담읍 상리,존재
4159025322,경기도 화성시 봉담읍 내리,존재
4159025323,경기도 화성시 봉담읍 수영리,존재
4159025324,경기도 화성시 봉담읍 동화리,존재
4159025325,경기도 화성시 봉담읍 와우리,존재
4159025326,경기도 화성시 봉담읍 수기리,존재
4159025327,경기도 화성시 봉담읍 분천리,존재
4159025328,경기도 화성시 봉담읍 왕림리,존재
4159025329,경기도 화성시 봉담읍 세곡리,존재
4159025330,경기도 화성시 봉담읍 당하리,존재
4159025331,경기도 화성시 봉담읍 마하리,존재
4159025332,경기도 화성시 봉담읍 유리,존재
4159025333,경기도 화성시 봉담읍 덕리,존재
4159025334,경기도 화성시 봉담읍 덕우리,존재
4159025335,경기도 화성시 봉담읍 하가등리,존재
4159025336,경기도 화성시 봉담읍 상기리,존재
4159025600,경기도 화성시 우정읍,존재
4159025621,경기도 화성시 우정읍 원안리,존재
4159025622,경기도 화성시 우정읍 호곡리,존재
4159025623,경기도 화성시 우정읍 운평리,존재
4159025624,경기도 화성시 우정읍 한각리,존재
4159025625,경기도 화성시 우정읍 멱우리,존재
4159025626,경기도 화성시 우정읍 화수리,존재
4159025627,경기도 화성시 우정읍 주곡리,존재
4159025628,경기도 화성시 우정읍 이화리,존재
4159025629,경기도 화성시 우정읍 석천리,존재
4159025630,경기도 화성시 우정읍 매향리,존재
4159025631,경기도 화성시 우정읍 화산리,존재
4159025632,경기도 화성시 우정읍 조암리,존재
4159025633,경기도 화성시 우정읍 국화리,존재
4159025900,경기도 화성시 향남읍,존재
4159025921,경기도 화성시 향남읍 평리,존재
4159025922,경기도 화성시 향남읍 발안리,존재
4159025923,경기도 화성시 향남읍 제암리,존재
4159025924,경기도 화성시 향남읍 상신리,존재
4159025925,경기도 화성시 향남읍 구문천리,존재
4159025926,경기도 화성시 향남읍 하길리,존재
4159025927,경기도 화성시 향남읍 화리현리,존재
4159025928,경기도 화성시 향남읍 상두리,존재
4159025929,경기도 화성시 향남읍 백토리,존재
4159025930,경기도 화성시 향남읍 길성리,존재
4159025931,경기도 화성시 향남읍 요리,존재
4159025932,경기도 화성시 향남읍 수직리,존재
4159025933,경기도 화성시 향남읍 갈천리,존재
4159025934,경기도 화성시 향남읍 증거리,존재
4159025935,경기도 화성시 향남읍 송곡리,존재
4159025936,경기도 화성시 향남읍 동오리,존재
4159025937,경기도 화성시 향남읍 관리,존재
4159025938,경기도 화성시 향남읍 도이리,존재
4159025939,경기도 화성시 향남읍 행정리,존재
4159025940,경기도 화성시 향남읍 방축리,존재
4159025941,경기도 화성시 향남읍 장짐리,존재
4159026200,경기도 화성시 남양읍,존재
4159026221,경기도 화성시 남양읍 남양리,존재
4159026222,경기도 화성시 남양읍 신남리,존재
4159026223,경기도 화성시 남양읍 장덕리,존재
4159026224,경기도 화성시 남양읍 안석리,존재
4159026225,경기도 화성시 남양읍 활초리,존재
4159026226,경기도 화성시 남양읍 온석리,존재
4159026227,경기도 화성시 남양읍 무송리,존재
4159026228,경기도 화성시 남양읍 북양리,존재
4159026229,경기도 화성시 남양읍 송림리,존재
4159026230,경기도 화성시 남양읍 수화리,존재
4159026231,경기도 화성시 남양읍 장전리,존재
4159026232,경기도 화성시 남양읍 신외리,존재
4159026233,경기도 화성시 남양읍 문호리,존재
4159026234,경기도 화성시 남양읍 시리,존재
4159026235,경기도 화성시 남양읍 원천리,존재
4159031000,경기도 화성시 매송면,존재
4159031021,경기도 화성시 매송면 천천리,존재
4159031022,경기도 화성시 매송면 원평리,존재
4159031023,경기도 화성시 매송면 어천리,존재
4159031024,경기도 화성시 매송면 숙곡리,존재
4159031025,경기도 화성시 매송면 야목리,존재
4159031026,경기도 화성시 매송면 송라리,존재
4159031027,경기도 화성시 매송면 원리,존재
4159032000,경기도 화성시 비봉면,존재
4159032021,경기도 화성시 비봉면 양노리,존재
4159032022,경기도 화성시 비봉면 남전리,존재
4159032023,경기도 화성시 비봉면 유포리,존재
4159032024,경기도 화성시 비봉면 삼화리,존재
4159032025,경기도 화성시 비봉면 구포리,존재
4159032026,경기도 화성시 비봉면 쌍학리,존재
4159032027,경기도 화성시 비봉면 청요리,존재
4159032028,경기도 화성시 비봉면 자안리,존재
4159033000,경기도 화성시 마도면,존재
4159033021,경기도 화성시 마도면 석교리,존재
4159033022,경기도 화성시 마도면 두곡리,존재
4159033023,경기도 화성시 마도면 송정리,존재
4159033024,경기도 화성시 마도면 쌍송리,존재
4159033025,경기도 화성시 마도면 청원리,존재
4159033026,경기도 화성시 마도면 슬항리,존재
4159033027,경기도 화성시 마도면 해문리,존재
4159033028,경기도 화성시 마도면 백곡리,존재
4159033029,경기도 화성시 마도면 금당리,존재
4159033030,경기도 화성시 마도면 고모리,존재
4159034000,경기도 화성시 송산면,존재
4159034021,경기도 화성시 송산면 사강리,존재
4159034022,경기도 화성시 송산면 봉가리,존재
4159034023,경기도 화성시 송산면 삼존리,존재
4159034024,경기도 화성시 송산면 용포리,존재
4159034025,경기도 화성시 송산면 고정리,존재
4159034026,경기도 화성시 송산면 쌍정리,존재
4159034027,경기도 화성시 송산면 천등리,존재
4159034028,경기도 화성시 송산면 신천리,존재
4159034029,경기도 화성시 송산면 독지리,존재
4159034030,경기도 화성시 송산면 마산리,존재
4159034031,경기도 화성시 송산면 고포리,존재
4159034032,경기도 화성시 송산면 지화리,존재
4159034033,경기도 화성시 송산면 중송리,존재
4159034034,경기도 화성시 송산면 육일리,존재
4159034035,경기도 화성시 송산면 칠곡리,존재
4159035000,경기도 화성시 서신면,존재
4159035021,경기도 화성시 서신면 전곡리,존재
4159035022,경기도 화성시 서신면 상안리,존재
4159035023,경기도 화성시 서신면 광평리,존재
4159035024,경기도 화성시 서신면 장외리,존재
4159035025,경기도 화성시 서신면 송교리,존재
4159035026,경기도 화성시 서신면 제부리,존재
4159035027,경기도 화성시 서신면 홍법리,존재
4159035028,경기도 화성시 서신면 사곳리,폐지
4159035029,경기도 화성시 서신면 매화리,존재
4159035030,경기도 화성시 서신면 용두리,존재
4159035031,경기도 화성시 서신면 궁평리,존재
4159035032,경기도 화성시 서신면 백미리,존재
4159035033,경기도 화성시 서신면 사곶리,존재
4159036000,경기도 화성시 팔탄면,존재
4159036021,경기도 화성시 팔탄면 하저리,존재
4159036022,경기도 화성시 팔탄면 창곡리,존재
4159036023,경기도 화성시 팔탄면 기천리,존재
4159036024,경기도 화성시 팔탄면 가재리,존재
4159036025,경기도 화성시 팔탄면 구장리,존재
4159036026,경기도 화성시 팔탄면 율암리,존재
4159036027,경기도 화성시 팔탄면 노하리,존재
4159036028,경기도 화성시 팔탄면 덕천리,존재
4159036029,경기도 화성시 팔탄면 지월리,존재
4159036030,경기도 화성시 팔탄면 덕우리,존재
4159036031,경기도 화성시 팔탄면 서근리,존재
4159036032,경기도 화성시 팔탄면 월문리,존재
4159036033,경기도 화성시 팔탄면 화당리,존재
4159036034,경기도 화성시 팔탄면 고주리,존재
4159036035,경기도 화성시 팔탄면 매곡리,존재
4159036036,경기도 화성시 팔탄면 해창리,존재
4159037000,경기도 화성시 장안면,존재
4159037021,경기도 화성시 장안면 어은리,존재
4159037022,경기도 화성시 장안면 석포리,존재
4159037023,경기도 화성시 장안면 수촌리,존재
4159037024,경기도 화성시 장안면 독정리,존재
4159037025,경기도 화성시 장안면 장안리,존재
4159037026,경기도 화성시 장안면 덕다리,존재
4159037027,경기도 화성시 장안면 사랑리,존재
4159037028,경기도 화성시 장안면 금의리,존재
4159037029,경기도 화성시 장안면 사곡리,존재
4159037030,경기도 화성시 장안면 노진리,존재
4159038000,경기도 화성시 우정면,폐지
4159038021,경기도 화성시 우정면 원안리,폐지
4159038022,경기도 화성시 우정면 호곡리,폐지
4159038023,경기도 화성시 우정면 운평리,폐지
4159038024,경기도 화성시 우정면 한각리,폐지
4159038025,경기도 화성시 우정면 멱우리,폐지
4159038026,경기도 화성시 우정면 화수리,폐지
4159038027,경기도 화성시 우정면 주곡리,폐지
4159038028,경기도 화성시 우정면 이화리,폐지
4159038029,경기도 화성시 우정면 석천리,폐지
4159038030,경기도 화성시 우정면 매향리,폐지
4159038031,경기도 화성시 우정면 화산리,폐지
4159038032,경기도 화성시 우정면 조암리,폐지
4159038033,경기도 화성시 우정면 국화리,폐지
4159039000,경기도 화성시 향남면,폐지
4159039021,경기도 화성시 향남면 평리,폐지
4159039022,경기도 화성시 향남면 발안리,폐지
4159039023,경기도 화성시 향남면 제암리,폐지
4159039024,경기도 화성시 향남면 상신리,폐지
4159039025,경기도 화성시 향남면 구문천리,폐지
4159039026,경기도 화성시 향남면 하길리,폐지
4159039027,경기도 화성시 향남면 화리현리,폐지
4159039028,경기도 화성시 향남면 상두리,폐지
4159039029,경기도 화성시 향남면 백토리,폐지
4159039030,경기도 화성시 향남면 길성리,폐지
4159039031,경기도 화성시 향남면 요리,폐지
4159039032,경기도 화성시 향남면 수직리,폐지
4159039033,경기도 화성시 향남면 갈천리,폐지
4159039034,경기도 화성시 향남면 증거리,폐지
4159039035,경기도 화성시 향남면 송곡리,폐지
4159039036,경기도 화성시 향남면 동오리,폐지
4159039037,경기도 화성시 향남면 관리,폐지
4159039038,경기도 화성시 향남면 도이리,폐지
4159039039,경기도 화성시 향남면 행정리,폐지
4159039040,경기도 화성시 향남면 방축리,폐지
4159039041,경기도 화성시 향남면 장짐리,폐지
4159040000,경기도 화성시 양감면,존재
4159040021,경기도 화성시 양감면 신왕리,존재
4159040022,경기도 화성시 양감면 사창리,존재
4159040023,경기도 화성시 양감면 정문리,존재
4159040024,경기도 화성시 양감면 송산리,존재
4159040025,경기도 화성시 양감면 용소리,존재
4159040026,경기도 화성시 양감면 요당리,존재
4159040027,경기도 화성시 양감면 대양리,존재
4159041000,경기도 화성시 정남면,존재
4159041021,경기도 화성시 정남면 발산리,존재
4159041022,경기도 화성시 정남면 괘랑리,존재
4159041023,경기도 화성시 정남면 보통리,존재
4159041024,경기도 화성시 정남면 관항리,존재
4159041025,경기도 화성시 정남면 오일리,존재
4159041026,경기도 화성시 정남면 백리,존재
4159041027,경기도 화성시 정남면 문학리,존재
4159041028,경기도 화성시 정남면 신리,존재
4159041029,경기도 화성시 정남면 계향리,존재
4159041030,경기도 화성시 정남면 귀래리,존재
4159041031,경기도 화성시 정남면 제기리,존재
4159041032,경기도 화성시 정남면 덕절리,존재
4159041033,경기도 화성시 정남면 음양리,존재
4159041034,경기도 화성시 정남면 망월리,존재
4159041035,경기도 화성시 정남면 수면리,존재
4159041036,경기도 화성시 정남면 내리,존재
4159041037,경기도 화성시 정남면 금복리,존재
4159041038,경기도 화성시 정남면 고지리,존재
4159041039,경기도 화성시 정남면 용수리,존재
4159042000,경기도 화성시 동탄면,폐지
4159042021,경기도 화성시 동탄면 오산리,폐지
4159042022,경기도 화성시 동탄면 청계리,폐지
4159042023,경기도 화성시 동탄면 반송리,폐지
4159042024,경기도 화성시 동탄면 석우리,폐지
4159042025,경기도 화성시 동탄면 영천리,폐지
4159042026,경기도 화성시 동탄면 중리,폐지
4159042027,경기도 화성시 동탄면 신리,폐지
4159042028,경기도 화성시 동탄면 목리,폐지
4159042029,경기도 화성시 동탄면 산척리,폐지
4159042030,경기도 화성시 동탄면 장지리,폐지
4159042031,경기도 화성시 동탄면 송리,폐지
4159042032,경기도 화성시 동탄면 방교리,폐지
4159042033,경기도 화성시 동탄면 금곡리,폐지
4161000000,경기도 광주시,존재
4161010100,경기도 광주시 경안동,존재
4161010200,경기도 광주시 쌍령동,존재
4161010300,경기도 광주시 송정동,존재
4161010400,경기도 광주시 회덕동,존재
4161010500,경기도 광주시 탄벌동,존재
4161010600,경기도 광주시 목현동,존재
4161010700,경기도 광주시 삼동,존재
4161010800,경기도 광주시 중대동,존재
4161010900,경기도 광주시 직동,존재
4161011000,경기도 광주시 태전동,존재
4161011100,경기도 광주시 장지동,존재
4161011200,경기도 광주시 역동,존재
4161011300,경기도 광주시 목동,존재
4161011400,경기도 광주시 고산동,존재
4161011500,경기도 광주시 신현동,존재
4161011600,경기도 광주시 능평동,존재
4161011700,경기도 광주시 문형동,존재
4161011800,경기도 광주시 추자동,존재
4161011900,경기도 광주시 매산동,존재
4161012000,경기도 광주시 양벌동,존재
4161025000,경기도 광주시 오포읍,폐지
4161025021,경기도 광주시 오포읍 고산리,폐지
4161025022,경기도 광주시 오포읍 신현리,폐지
4161025023,경기도 광주시 오포읍 능평리,폐지
4161025024,경기도 광주시 오포읍 문형리,폐지
4161025025,경기도 광주시 오포읍 추자리,폐지
4161025026,경기도 광주시 오포읍 매산리,폐지
4161025027,경기도 광주시 오포읍 양벌리,폐지
4161025300,경기도 광주시 초월읍,존재
4161025321,경기도 광주시 초월읍 대쌍령리,존재
4161025322,경기도 광주시 초월읍 쌍동리,존재
4161025323,경기도 광주시 초월읍 산이리,존재
4161025324,경기도 광주시 초월읍 늑현리,존재
4161025325,경기도 광주시 초월읍 학동리,존재
4161025326,경기도 광주시 초월읍 선동리,존재
4161025327,경기도 광주시 초월읍 용수리,존재
4161025328,경기도 광주시 초월읍 신월리,존재
4161025329,경기도 광주시 초월읍 지월리,존재
4161025330,경기도 광주시 초월읍 무갑리,존재
4161025331,경기도 광주시 초월읍 서하리,존재
4161025332,경기도 광주시 초월읍 도평리,존재
4161025600,경기도 광주시 실촌읍,폐지
4161025621,경기도 광주시 실촌읍 곤지암리,폐지
4161025622,경기도 광주시 실촌읍 수양리,폐지
4161025623,경기도 광주시 실촌읍 신촌리,폐지
4161025624,경기도 광주시 실촌읍 봉현리,폐지
4161025625,경기도 광주시 실촌읍 부항리,폐지
4161025626,경기도 광주시 실촌읍 이선리,폐지
4161025627,경기도 광주시 실촌읍 만선리,폐지
4161025628,경기도 광주시 실촌읍 유사리,폐지
4161025629,경기도 광주시 실촌읍 삼합리,폐지
4161025630,경기도 광주시 실촌읍 건업리,폐지
4161025631,경기도 광주시 실촌읍 장심리,폐지
4161025632,경기도 광주시 실촌읍 연곡리,폐지
4161025633,경기도 광주시 실촌읍 오향리,폐지
4161025634,경기도 광주시 실촌읍 열미리,폐지
4161025635,경기도 광주시 실촌읍 신대리,폐지
4161025636,경기도 광주시 실촌읍 삼리,폐지
4161025900,경기도 광주시 곤지암읍,존재
4161025921,경기도 광주시 곤지암읍 곤지암리,존재
4161025922,경기도 광주시 곤지암읍 수양리,존재
4161025923,경기도 광주시 곤지암읍 신촌리,존재
4161025924,경기도 광주시 곤지암읍 봉현리,존재
4161025925,경기도 광주시 곤지암읍 부항리,존재
4161025926,경기도 광주시 곤지암읍 이선리,존재
4161025927,경기도 광주시 곤지암읍 만선리,존재
4161025928,경기도 광주시 곤지암읍 유사리,존재
4161025929,경기도 광주시 곤지암읍 삼합리,존재
4161025930,경기도 광주시 곤지암읍 건업리,존재
4161025931,경기도 광주시 곤지암읍 장심리,존재
4161025932,경기도 광주시 곤지암읍 연곡리,존재
4161025933,경기도 광주시 곤지암읍 오향리,존재
4161025934,경기도 광주시 곤지암읍 열미리,존재
4161025935,경기도 광주시 곤지암읍 신대리,존재
4161025936,경기도 광주시 곤지암읍 삼리,존재
4161031000,경기도 광주시 초월면,폐지
4161031021,경기도 광주시 초월면 대쌍령리,폐지
4161031022,경기도 광주시 초월면 쌍동리,폐지
4161031023,경기도 광주시 초월면 산이리,폐지
4161031024,경기도 광주시 초월면 늑현리,폐지
4161031025,경기도 광주시 초월면 학동리,폐지
4161031026,경기도 광주시 초월면 선동리,폐지
4161031027,경기도 광주시 초월면 용수리,폐지
4161031028,경기도 광주시 초월면 신월리,폐지
4161031029,경기도 광주시 초월면 지월리,폐지
4161031030,경기도 광주시 초월면 무갑리,폐지
4161031031,경기도 광주시 초월면 서하리,폐지
4161031032,경기도 광주시 초월면 도평리,폐지
4161032000,경기도 광주시 실촌면,폐지
4161032021,경기도 광주시 실촌면 곤지암리,폐지
4161032022,경기도 광주시 실촌면 수양리,폐지
4161032023,경기도 광주시 실촌면 신촌리,폐지
4161032024,경기도 광주시 실촌면 봉현리,폐지
4161032025,경기도 광주시 실촌면 부항리,폐지
4161032026,경기도 광주시 실촌면 이선리,폐지
4161032027,경기도 광주시 실촌면 만선리,폐지
4161032028,경기도 광주시 실촌면 유사리,폐지
4161032029,경기도 광주시 실촌면 삼합리,폐지
4161032030,경기도 광주시 실촌면 건업리,폐지
4161032031,경기도 광주시 실촌면 장심리,폐지
4161032032,경기도 광주시 실촌면 연곡리,폐지
4161032033,경기도 광주시 실촌면 오향리,폐지
4161032034,경기도 광주시 실촌면 열미리,폐지
4161032035,경기도 광주시 실촌면 신대리,폐지
4161032036,경기도 광주시 실촌면 삼리,폐지
4161033000,경기도 광주시 도척면,존재
4161033021,경기도 광주시 도척면 노곡리,존재
4161033022,경기도 광주시 도척면 유정리,존재
4161033023,경기도 광주시 도척면 방도리,존재
4161033024,경기도 광주시 도척면 추곡리,존재
4161033025,경기도 광주시 도척면 상림리,존재
4161033026,경기도 광주시 도척면 도웅리,존재
4161033027,경기도 광주시 도척면 궁평리,존재
4161033028,경기도 광주시 도척면 진우리,존재
4161034000,경기도 광주시 퇴촌면,존재
4161034021,경기도 광주시 퇴촌면 광동리,존재
4161034022,경기도 광주시 퇴촌면 관음리,존재
4161034023,경기도 광주시 퇴촌면 우산리,존재
4161034024,경기도 광주시 퇴촌면 영동리,존재
4161034025,경기도 광주시 퇴촌면 도수리,존재
4161034026,경기도 광주시 퇴촌면 오리,존재
4161034027,경기도 광주시 퇴촌면 도마리,존재
4161034028,경기도 광주시 퇴촌면 무수리,존재
4161034029,경기도 광주시 퇴촌면 원당리,존재
4161034030,경기도 광주시 퇴촌면 정지리,존재
4161035000,경기도 광주시 남종면,존재
4161035021,경기도 광주시 남종면 분원리,존재
4161035022,경기도 광주시 남종면 금사리,존재
4161035023,경기도 광주시 남종면 이석리,존재
4161035024,경기도 광주시 남종면 삼성리,존재
4161035025,경기도 광주시 남종면 귀여리,존재
4161035026,경기도 광주시 남종면 검천리,존재
4161035027,경기도 광주시 남종면 수청리,존재
4161035028,경기도 광주시 남종면 우천리,존재
4161036000,경기도 광주시 중부면,폐지
4161036021,경기도 광주시 중부면 산성리,폐지
4161036022,경기도 광주시 중부면 엄미리,폐지
4161036023,경기도 광주시 중부면 광지원리,폐지
4161036024,경기도 광주시 중부면 상번천리,폐지
4161036025,경기도 광주시 중부면 하번천리,폐지
4161036026,경기도 광주시 중부면 오전리,폐지
4161036027,경기도 광주시 중부면 불당리,폐지
4161036028,경기도 광주시 중부면 검복리,폐지
4161037000,경기도 광주시 남한산성면,존재
4161037021,경기도 광주시 남한산성면 산성리,존재
4161037022,경기도 광주시 남한산성면 엄미리,존재
4161037023,경기도 광주시 남한산성면 광지원리,존재
4161037024,경기도 광주시 남한산성면 상번천리,존재
4161037025,경기도 광주시 남한산성면 하번천리,존재
4161037026,경기도 광주시 남한산성면 오전리,존재
4161037027,경기도 광주시 남한산성면 불당리,존재
4161037028,경기도 광주시 남한산성면 검복리,존재
4163000000,경기도 양주시,존재
4163010100,경기도 양주시 유양동,존재
4163010200,경기도 양주시 어둔동,존재
4163010300,경기도 양주시 남방동,존재
4163010400,경기도 양주시 마전동,존재
4163010500,경기도 양주시 산북동,존재
4163010600,경기도 양주시 광사동,존재
4163010700,경기도 양주시 만송동,존재
4163010800,경기도 양주시 삼숭동,존재
4163010900,경기도 양주시 고읍동,존재
4163011000,경기도 양주시 덕정동,존재
4163011100,경기도 양주시 봉양동,존재
4163011200,경기도 양주시 회암동,존재
4163011300,경기도 양주시 율정동,존재
4163011400,경기도 양주시 옥정동,존재
4163011500,경기도 양주시 고암동,존재
4163011600,경기도 양주시 덕계동,존재
4163011700,경기도 양주시 회정동,존재
4163025000,경기도 양주시 백석읍,존재
4163025021,경기도 양주시 백석읍 방성리,존재
4163025022,경기도 양주시 백석읍 오산리,존재
4163025023,경기도 양주시 백석읍 복지리,존재
4163025024,경기도 양주시 백석읍 가업리,존재
4163025025,경기도 양주시 백석읍 홍죽리,존재
4163025026,경기도 양주시 백석읍 연곡리,존재
4163025027,경기도 양주시 백석읍 기산리,존재
4163031000,경기도 양주시 은현면,존재
4163031021,경기도 양주시 은현면 용암리,존재
4163031022,경기도 양주시 은현면 선암리,존재
4163031023,경기도 양주시 은현면 운암리,존재
4163031024,경기도 양주시 은현면 봉암리,존재
4163031025,경기도 양주시 은현면 하패리,존재
4163031026,경기도 양주시 은현면 도하리,존재
4163032000,경기도 양주시 남면,존재
4163032021,경기도 양주시 남면 신산리,존재
4163032022,경기도 양주시 남면 신암리,존재
4163032023,경기도 양주시 남면 매곡리,존재
4163032024,경기도 양주시 남면 구암리,존재
4163032025,경기도 양주시 남면 두곡리,존재
4163032026,경기도 양주시 남면 경신리,존재
4163032027,경기도 양주시 남면 상수리,존재
4163032028,경기도 양주시 남면 입암리,존재
4163032029,경기도 양주시 남면 한산리,존재
4163032030,경기도 양주시 남면 황방리,존재
4163033000,경기도 양주시 광적면,존재
4163033021,경기도 양주시 광적면 가납리,존재
4163033022,경기도 양주시 광적면 광석리,존재
4163033023,경기도 양주시 광적면 우고리,존재
4163033024,경기도 양주시 광적면 비암리,존재
4163033025,경기도 양주시 광적면 효촌리,존재
4163033026,경기도 양주시 광적면 덕도리,존재
4163033027,경기도 양주시 광적면 석우리,존재
4163034000,경기도 양주시 장흥면,존재
4163034021,경기도 양주시 장흥면 교현리,존재
4163034022,경기도 양주시 장흥면 울대리,존재
4163034023,경기도 양주시 장흥면 부곡리,존재
4163034024,경기도 양주시 장흥면 석현리,존재
4163034025,경기도 양주시 장흥면 일영리,존재
4163034026,경기도 양주시 장흥면 삼상리,존재
4163034027,경기도 양주시 장흥면 삼하리,존재
4165000000,경기도 포천시,존재
4165010100,경기도 포천시 신읍동,존재
4165010200,경기도 포천시 어룡동,존재
4165010300,경기도 포천시 자작동,존재
4165010400,경기도 포천시 선단동,존재
4165010500,경기도 포천시 설운동,존재
4165010600,경기도 포천시 동교동,존재
4165025000,경기도 포천시 소흘읍,존재
4165025021,경기도 포천시 소흘읍 송우리,존재
4165025022,경기도 포천시 소흘읍 이동교리,존재
4165025023,경기도 포천시 소흘읍 무림리,존재
4165025024,경기도 포천시 소흘읍 이곡리,존재
4165025025,경기도 포천시 소흘읍 직동리,존재
4165025026,경기도 포천시 소흘읍 고모리,존재
4165025027,경기도 포천시 소흘읍 이가팔리,존재
4165025028,경기도 포천시 소흘읍 초가팔리,존재
4165025029,경기도 포천시 소흘읍 무봉리,존재
4165031000,경기도 포천시 군내면,존재
4165031021,경기도 포천시 군내면 구읍리,존재
4165031022,경기도 포천시 군내면 용정리,존재
4165031023,경기도 포천시 군내면 유교리,존재
4165031024,경기도 포천시 군내면 좌의리,존재
4165031025,경기도 포천시 군내면 명산리,존재
4165031026,경기도 포천시 군내면 직두리,존재
4165031027,경기도 포천시 군내면 상성북리,존재
4165031028,경기도 포천시 군내면 하성북리,존재
4165032000,경기도 포천시 내촌면,존재
4165032021,경기도 포천시 내촌면 진목리,존재
4165032022,경기도 포천시 내촌면 마명리,존재
4165032023,경기도 포천시 내촌면 음현리,존재
4165032024,경기도 포천시 내촌면 내리,존재
4165032025,경기도 포천시 내촌면 소학리,존재
4165032026,경기도 포천시 내촌면 신팔리,존재
4165033000,경기도 포천시 가산면,존재
4165033021,경기도 포천시 가산면 마산리,존재
4165033022,경기도 포천시 가산면 감암리,존재
4165033023,경기도 포천시 가산면 방축리,존재
4165033024,경기도 포천시 가산면 가산리,존재
4165033025,경기도 포천시 가산면 정교리,존재
4165033026,경기도 포천시 가산면 금현리,존재
4165033027,경기도 포천시 가산면 우금리,존재
4165033028,경기도 포천시 가산면 마전리,존재
4165034000,경기도 포천시 신북면,존재
4165034021,경기도 포천시 신북면 가채리,존재
4165034022,경기도 포천시 신북면 기지리,존재
4165034023,경기도 포천시 신북면 신평리,존재
4165034024,경기도 포천시 신북면 만세교리,존재
4165034025,경기도 포천시 신북면 심곡리,존재
4165034026,경기도 포천시 신북면 계류리,존재
4165034027,경기도 포천시 신북면 고일리,존재
4165034028,경기도 포천시 신북면 삼성당리,존재
4165034029,경기도 포천시 신북면 삼정리,존재
4165034030,경기도 포천시 신북면 갈월리,존재
4165034031,경기도 포천시 신북면 금동리,존재
4165034032,경기도 포천시 신북면 덕둔리,존재
4165035000,경기도 포천시 창수면,존재
4165035021,경기도 포천시 창수면 추동리,존재
4165035022,경기도 포천시 창수면 주원리,존재
4165035023,경기도 포천시 창수면 가양리,존재
4165035024,경기도 포천시 창수면 오가리,존재
4165035025,경기도 포천시 창수면 고소성리,존재
4165035026,경기도 포천시 창수면 운산리,존재
4165035027,경기도 포천시 창수면 신흥리,존재
4165036000,경기도 포천시 영중면,존재
4165036021,경기도 포천시 영중면 양문리,존재
4165036022,경기도 포천시 영중면 금주리,존재
4165036023,경기도 포천시 영중면 거사리,존재
4165036024,경기도 포천시 영중면 성동리,존재
4165036025,경기도 포천시 영중면 영평리,존재
4165036026,경기도 포천시 영중면 영송리,존재
4165037000,경기도 포천시 일동면,존재
4165037021,경기도 포천시 일동면 길명리,존재
4165037022,경기도 포천시 일동면 유동리,존재
4165037023,경기도 포천시 일동면 기산리,존재
4165037024,경기도 포천시 일동면 화대리,존재
4165037025,경기도 포천시 일동면 사직리,존재
4165037026,경기도 포천시 일동면 수입리,존재
4165038000,경기도 포천시 이동면,존재
4165038021,경기도 포천시 이동면 장암리,존재
4165038022,경기도 포천시 이동면 도평리,존재
4165038023,경기도 포천시 이동면 연곡리,존재
4165038024,경기도 포천시 이동면 노곡리,존재
4165039000,경기도 포천시 영북면,존재
4165039021,경기도 포천시 영북면 운천리,존재
4165039022,경기도 포천시 영북면 자일리,존재
4165039023,경기도 포천시 영북면 산정리,존재
4165039024,경기도 포천시 영북면 야미리,존재
4165039025,경기도 포천시 영북면 문암리,존재
4165039026,경기도 포천시 영북면 대회산리,존재
4165039027,경기도 포천시 영북면 소회산리,존재
4165040000,경기도 포천시 관인면,존재
4165040021,경기도 포천시 관인면 중리,존재
4165040022,경기도 포천시 관인면 삼율리,존재
4165040023,경기도 포천시 관인면 초과리,존재
4165040024,경기도 포천시 관인면 탄동리,존재
4165040025,경기도 포천시 관인면 냉정리,존재
4165040026,경기도 포천시 관인면 사정리,존재
4165041000,경기도 포천시 화현면,존재
4165041021,경기도 포천시 화현면 화현리,존재
4165041022,경기도 포천시 화현면 명덕리,존재
4165041023,경기도 포천시 화현면 지현리,존재
4167000000,경기도 여주시,존재
4167010100,경기도 여주시 상동,존재
4167010200,경기도 여주시 홍문동,존재
4167010300,경기도 여주시 창동,존재
4167010400,경기도 여주시 우만동,존재
4167010500,경기도 여주시 단현동,존재
4167010600,경기도 여주시 신진동,존재
4167010700,경기도 여주시 하동,존재
4167010800,경기도 여주시 교동,존재
4167010900,경기도 여주시 월송동,존재
4167011000,경기도 여주시 가업동,존재
4167011100,경기도 여주시 연라동,존재
4167011200,경기도 여주시 상거동,존재
4167011300,경기도 여주시 하거동,존재
4167011400,경기도 여주시 삼교동,존재
4167011500,경기도 여주시 점봉동,존재
4167011600,경기도 여주시 능현동,존재
4167011700,경기도 여주시 멱곡동,존재
4167011800,경기도 여주시 연양동,존재
4167011900,경기도 여주시 매룡동,존재
4167012000,경기도 여주시 천송동,존재
